"Id","UTC","GPSTime","Latitude","Longitude","Speed","SpeedType","Heading","HeadingType","TrueHeading","MagneticHeading","MagneticVariation","GPSError","DataStatus"
143812,2013-05-21 02:59:28,25928,27.89275667,-175.6978617,10.5,"N ",193.1,"T ",NA,NA,8.023458098,0,"A  "
143813,2013-05-21 02:59:50,25950,27.891705,-175.6981683,10.6,"N ",196.5,"T ",NA,NA,8.02349269,0,"A  "
143814,2013-05-21 03:00:12,30012,27.890645,-175.6984683,10.6,"N ",190.4,"T ",NA,NA,8.023529311,0,"A  "
143815,2013-05-21 03:00:32,30032,27.88968333,-175.6987233,10.9,"N ",197.5,"T ",NA,NA,8.023565844,0,"A  "
143816,2013-05-21 03:00:54,30054,27.88862167,-175.6989967,10.4,"N ",194.3,"T ",NA,NA,8.023607753,0,"A  "
143817,2013-05-21 03:01:14,30114,27.88765,-175.6992483,10.4,"N ",194.4,"T ",NA,NA,8.023645822,0,"A  "
143818,2013-05-21 03:01:36,30136,27.88659,-175.6995267,10.1,"N ",195.8,"T ",NA,NA,8.023686625,0,"A  "
143819,2013-05-21 03:01:58,30158,27.88554333,-175.6998533,10.7,"N ",193.8,"T ",NA,NA,8.02371694,0,"A  "
143820,2013-05-21 03:02:18,30218,27.88458333,-175.70015,10.7,"N ",190.1,"T ",NA,NA,8.023745316,0,"A  "
143821,2013-05-21 03:02:38,30238,27.88361333,-175.7004167,10.8,"N ",192.9,"T ",NA,NA,8.02378036,0,"A  "
143822,2013-05-21 03:02:58,30258,27.88265833,-175.70066,10.8,"N ",192.8,"T ",NA,NA,8.02381856,0,"A  "
143823,2013-05-21 03:03:18,30318,27.881685,-175.7009067,10.9,"N ",191,"T ",NA,NA,8.023857754,0,"A  "
143824,2013-05-21 03:03:40,30340,27.88061833,-175.70121,10.4,"N ",193.6,"T ",NA,NA,8.023894355,0,"A  "
143825,2013-05-21 03:03:00,30400,27.87965333,-175.701505,11.1,"N ",195.8,"T ",NA,NA,8.023923511,0,"A  "
143826,2013-05-21 03:04:22,30422,27.87859667,-175.7017967,10.9,"N ",191.4,"T ",NA,NA,8.023961473,0,"A  "
143827,2013-05-21 03:04:42,30442,27.87763,-175.7020533,10.9,"N ",195.9,"T ",NA,NA,8.023998158,0,"A  "
143828,2013-05-21 03:05:04,30504,27.87657667,-175.7023567,10.6,"N ",195.5,"T ",NA,NA,8.024033584,0,"A  "
143829,2013-05-21 03:05:24,30524,27.87560667,-175.7026317,10.8,"N ",193.8,"T ",NA,NA,8.024067044,0,"A  "
143830,2013-05-21 03:05:44,30544,27.874645,-175.7029367,11,"N ",195.3,"T ",NA,NA,8.024093993,0,"A  "
143831,2013-05-21 03:06:04,30604,27.87367833,-175.703225,11,"N ",188.9,"T ",NA,NA,8.024124597,0,"A  "
143832,2013-05-21 03:06:26,30626,27.87262667,-175.70352,10.7,"N ",191,"T ",NA,NA,8.024161489,0,"A  "
143833,2013-05-21 03:06:48,30648,27.871565,-175.7037933,10.9,"N ",191.8,"T ",NA,NA,8.024203442,0,"A  "
143834,2013-05-21 03:07:08,30708,27.87059833,-175.70405,10.8,"N ",198.1,"T ",NA,NA,8.024240145,0,"A  "
143835,2013-05-21 03:07:30,30730,27.86953,-175.70438,11.1,"N ",198.7,"T ",NA,NA,8.024271799,0,"A  "
143836,2013-05-21 03:07:50,30750,27.86856667,-175.704665,10.7,"N ",194.2,"T ",NA,NA,8.024302761,0,"A  "
143837,2013-05-21 03:08:10,30810,27.86760667,-175.70496,10.7,"N ",193.2,"T ",NA,NA,8.024331506,0,"A  "
143838,2013-05-21 03:08:30,30830,27.86664333,-175.7052467,10.5,"N ",195.3,"T ",NA,NA,8.024362154,0,"A  "
143839,2013-05-21 03:08:52,30852,27.865595,-175.7055717,10.5,"N ",195.8,"T ",NA,NA,8.024393001,0,"A  "
143840,2013-05-21 03:09:12,30912,27.86464167,-175.7058683,10.4,"N ",196,"T ",NA,NA,8.024420841,0,"A  "
143841,2013-05-21 03:09:34,30934,27.86361167,-175.7061933,10.6,"N ",191.5,"T ",NA,NA,8.024450062,0,"A  "
143842,2013-05-21 03:09:54,30954,27.862675,-175.706455,10.5,"N ",189.5,"T ",NA,NA,8.024483152,0,"A  "
143843,2013-05-21 03:10:16,31016,27.86162333,-175.7067367,10.9,"N ",192.9,"T ",NA,NA,8.02452264,0,"A  "
143844,2013-05-21 03:10:36,31036,27.86068167,-175.7070183,11.1,"N ",193.2,"T ",NA,NA,8.024552336,0,"A  "
143845,2013-05-21 03:10:56,31056,27.85974667,-175.7073083,10.6,"N ",200.2,"T ",NA,NA,8.024579839,0,"A  "
143846,2013-05-21 03:11:16,31116,27.85880333,-175.7076,10.8,"N ",193.7,"T ",NA,NA,8.024607767,0,"A  "
143847,2013-05-21 03:11:38,31138,27.85776333,-175.7078983,11.2,"N ",194.7,"T ",NA,NA,8.024643023,0,"A  "
143848,2013-05-21 03:11:58,31158,27.856805,-175.7081517,10.7,"N ",193.2,"T ",NA,NA,8.024679659,0,"A  "
143849,2013-05-21 03:12:20,31220,27.85576,-175.7084317,10,"N ",194.3,"T ",NA,NA,8.024718889,0,"A  "
143850,2013-05-21 03:12:42,31242,27.85471833,-175.7087183,10.3,"N ",196.3,"T ",NA,NA,8.024756543,0,"A  "
143851,2013-05-21 03:13:02,31302,27.85377833,-175.7089767,10.2,"N ",194.2,"T ",NA,NA,8.024790593,0,"A  "
143852,2013-05-21 03:13:22,31322,27.85282,-175.7092583,10.4,"N ",194.7,"T ",NA,NA,8.024821795,0,"A  "
143853,2013-05-21 03:13:42,31342,27.85186667,-175.7095567,10.6,"N ",194.2,"T ",NA,NA,8.024849352,0,"A  "
143854,2013-05-21 03:14:04,31404,27.85082167,-175.70986,10.7,"N ",194.1,"T ",NA,NA,8.024884112,0,"A  "
143855,2013-05-21 03:14:24,31424,27.849855,-175.710125,10.6,"N ",192.4,"T ",NA,NA,8.024919266,0,"A  "
143856,2013-05-21 03:14:46,31446,27.848805,-175.710405,10.5,"N ",195,"T ",NA,NA,8.02495896,0,"A  "
143857,2013-05-21 03:15:06,31506,27.84785667,-175.7106683,10.2,"N ",194.6,"T ",NA,NA,8.024992806,0,"A  "
143858,2013-05-21 03:15:28,31528,27.8468,-175.7109783,10.5,"N ",189,"T ",NA,NA,8.025027336,0,"A  "
143859,2013-05-21 03:15:48,31548,27.84585,-175.7112267,10.5,"N ",191.1,"T ",NA,NA,8.025064217,0,"A  "
143860,2013-05-21 03:16:08,31608,27.8449,-175.7114867,10.3,"N ",193,"T ",NA,NA,8.025098859,0,"A  "
143861,2013-05-21 03:16:28,31628,27.84395167,-175.7117483,10.6,"N ",196.3,"T ",NA,NA,8.025133034,0,"A  "
143862,2013-05-21 03:16:48,31648,27.84301667,-175.7120383,10.4,"N ",199.2,"T ",NA,NA,8.025160584,0,"A  "
143863,2013-05-21 03:17:10,31710,27.84199167,-175.7123717,10.8,"N ",191.6,"T ",NA,NA,8.025187828,0,"A  "
143864,2013-05-21 03:17:32,31732,27.84095167,-175.71266,10.6,"N ",190.4,"T ",NA,NA,8.025225052,0,"A  "
143865,2013-05-21 03:17:54,31754,27.8399,-175.7129233,10.7,"N ",191.1,"T ",NA,NA,8.025268118,0,"A  "
143866,2013-05-21 03:18:14,31814,27.83896167,-175.7131867,10.6,"N ",192.6,"T ",NA,NA,8.025301095,0,"A  "
143867,2013-05-21 03:18:34,31834,27.83801667,-175.7134483,10.6,"N ",193.5,"T ",NA,NA,8.025334989,0,"A  "
143868,2013-05-21 03:18:54,31854,27.83707167,-175.7137133,10.6,"N ",195.8,"T ",NA,NA,8.025368245,0,"A  "
143869,2013-05-21 03:19:16,31916,27.83603167,-175.7140117,10.3,"N ",196.9,"T ",NA,NA,8.025403562,0,"A  "
143870,2013-05-21 03:19:36,31936,27.83508833,-175.7142933,10.5,"N ",195.4,"T ",NA,NA,8.025433476,0,"A  "
143871,2013-05-21 03:19:58,31958,27.834065,-175.71462,10.5,"N ",193.4,"T ",NA,NA,8.025461877,0,"A  "
143872,2013-05-21 03:20:18,32018,27.83311833,-175.71489,10.6,"N ",194.2,"T ",NA,NA,8.025494332,0,"A  "
143873,2013-05-21 03:20:40,32040,27.83208833,-175.7151667,10.1,"N ",192.4,"T ",NA,NA,8.025532929,0,"A  "
143874,2013-05-21 03:20:00,32100,27.83114,-175.7154217,10.4,"N ",196.5,"T ",NA,NA,8.025568416,0,"A  "
143875,2013-05-21 03:21:20,32120,27.83019667,-175.715675,10.4,"N ",195.1,"T ",NA,NA,8.025603779,0,"A  "
143876,2013-05-21 03:21:40,32140,27.82925833,-175.715915,10.5,"N ",191.8,"T ",NA,NA,8.025641258,0,"A  "
143877,2013-05-21 03:22:02,32202,27.82823333,-175.71618,10.5,"N ",194.8,"T ",NA,NA,8.025681657,0,"A  "
143878,2013-05-21 03:22:22,32222,27.82729667,-175.71646,10.5,"N ",191,"T ",NA,NA,8.025711317,0,"A  "
143879,2013-05-21 03:22:44,32244,27.82627667,-175.7167817,10.5,"N ",196.9,"T ",NA,NA,8.025740405,0,"A  "
143880,2013-05-21 03:23:04,32304,27.82535167,-175.7170433,10.4,"N ",194.6,"T ",NA,NA,8.025772549,0,"A  "
143881,2013-05-21 03:23:26,32326,27.82432667,-175.7173467,10.3,"N ",190.4,"T ",NA,NA,8.025805604,0,"A  "
143882,2013-05-21 03:23:46,32346,27.82341,-175.7176167,10.3,"N ",197.8,"T ",NA,NA,8.025835413,0,"A  "
143883,2013-05-21 03:24:06,32406,27.82248333,-175.7178733,10.8,"N ",191,"T ",NA,NA,8.025868671,0,"A  "
143884,2013-05-21 03:24:26,32426,27.821555,-175.7181433,10.5,"N ",196.3,"T ",NA,NA,8.025899523,0,"A  "
143885,2013-05-21 03:24:48,32448,27.82052667,-175.718435,10.3,"N ",196.5,"T ",NA,NA,8.025935125,0,"A  "
143886,2013-05-21 03:25:08,32508,27.81960667,-175.7187117,10.2,"N ",190.7,"T ",NA,NA,8.025963961,0,"A  "
143887,2013-05-21 03:25:30,32530,27.81858833,-175.7190117,10.4,"N ",197.7,"T ",NA,NA,8.02599708,0,"A  "
143888,2013-05-21 03:25:50,32550,27.81767333,-175.719295,10.2,"N ",193.1,"T ",NA,NA,8.026024198,0,"A  "
143889,2013-05-21 03:26:12,32612,27.81665833,-175.719585,10.1,"N ",194.7,"T ",NA,NA,8.026058943,0,"A  "
143890,2013-05-21 03:26:34,32634,27.81564333,-175.7198533,10.4,"N ",190.1,"T ",NA,NA,8.026097844,0,"A  "
143891,2013-05-21 03:26:54,32654,27.81470833,-175.7201017,10,"N ",195.2,"T ",NA,NA,8.026133462,0,"A  "
143892,2013-05-21 03:27:16,32716,27.81369167,-175.7203933,10.3,"N ",194.3,"T ",NA,NA,8.026168043,0,"A  "
143893,2013-05-21 03:27:36,32736,27.81278333,-175.7206867,10.4,"N ",196,"T ",NA,NA,8.026192664,0,"A  "
143894,2013-05-21 03:27:56,32756,27.81187,-175.7209617,10.2,"N ",195.4,"T ",NA,NA,8.026221248,0,"A  "
143895,2013-05-21 03:28:18,32818,27.81085167,-175.7212467,10.3,"N ",192.6,"T ",NA,NA,8.026257264,0,"A  "
143896,2013-05-21 03:28:40,32840,27.80984167,-175.7215183,10.4,"N ",192.6,"T ",NA,NA,8.026295096,0,"A  "
143897,2013-05-21 03:29:02,32902,27.80882833,-175.7218,10.1,"N ",197.8,"T ",NA,NA,8.02633131,0,"A  "
143898,2013-05-21 03:29:22,32922,27.80791667,-175.7220717,10.2,"N ",192.9,"T ",NA,NA,8.026360395,0,"A  "
143899,2013-05-21 03:29:42,32942,27.80700333,-175.722345,10.3,"N ",196.1,"T ",NA,NA,8.02638931,0,"A  "
143900,2013-05-21 03:30:02,33002,27.80609,-175.7225917,10,"N ",193,"T ",NA,NA,8.026423338,0,"A  "
143901,2013-05-21 03:30:24,33024,27.80507333,-175.7228367,10.2,"N ",189,"T ",NA,NA,8.026466885,0,"A  "
143902,2013-05-21 03:30:44,33044,27.80415,-175.72307,9.9,"N ",193.1,"T ",NA,NA,8.026504362,0,"A  "
143903,2013-05-21 03:31:06,33106,27.803135,-175.72332,10.2,"N ",192.5,"T ",NA,NA,8.026546806,0,"A  "
143904,2013-05-21 03:31:26,33126,27.80221,-175.7235783,9.8,"N ",193.6,"T ",NA,NA,8.026579646,0,"A  "
143905,2013-05-21 03:31:48,33148,27.801205,-175.7238867,10.1,"N ",196.5,"T ",NA,NA,8.02661003,0,"A  "
143906,2013-05-21 03:32:10,33210,27.80020167,-175.724185,10.2,"N ",194.8,"T ",NA,NA,8.026642184,0,"A  "
143907,2013-05-21 03:32:30,33230,27.799295,-175.724445,10.1,"N ",196,"T ",NA,NA,8.026673079,0,"A  "
143908,2013-05-21 03:32:50,33250,27.798385,-175.724725,10.2,"N ",194.9,"T ",NA,NA,8.026700443,0,"A  "
143909,2013-05-21 03:33:10,33310,27.79747167,-175.7250033,10.4,"N ",192.4,"T ",NA,NA,8.026728425,0,"A  "
143910,2013-05-21 03:33:30,33330,27.79655667,-175.7252567,10.6,"N ",190.5,"T ",NA,NA,8.026761346,0,"A  "
143911,2013-05-21 03:33:52,33352,27.79556667,-175.7255133,9.6,"N ",193.2,"T ",NA,NA,8.026800306,0,"A  "
143912,2013-05-21 03:34:14,33414,27.79468167,-175.7257417,8.6,"N ",197.6,"T ",NA,NA,8.026835343,0,"A  "
143913,2013-05-21 03:34:34,33434,27.79396333,-175.725915,7.4,"N ",186.4,"T ",NA,NA,8.026866077,0,"A  "
143914,2013-05-21 03:34:56,33456,27.79325667,-175.7260983,6.9,"N ",193,"T ",NA,NA,8.026893855,0,"A  "
143915,2013-05-21 03:35:16,33516,27.79266667,-175.7262583,6,"N ",190.8,"T ",NA,NA,8.026915716,0,"A  "
143916,2013-05-21 03:35:38,33538,27.79206667,-175.726445,6,"N ",194.1,"T ",NA,NA,8.02693336,0,"A  "
143917,2013-05-21 03:35:58,33558,27.791575,-175.7266033,5.7,"N ",190.4,"T ",NA,NA,8.026946787,0,"A  "
143918,2013-05-21 03:36:20,33620,27.79106667,-175.726755,5.1,"N ",198.1,"T ",NA,NA,8.026962971,0,"A  "
143919,2013-05-21 03:36:42,33642,27.79056,-175.7269217,5.1,"N ",200.1,"T ",NA,NA,8.026976136,0,"A  "
143920,2013-05-21 03:37:02,33702,27.79011667,-175.7270583,4.7,"N ",195.8,"T ",NA,NA,8.02698941,0,"A  "
143921,2013-05-21 03:37:24,33724,27.78964833,-175.7272117,4.6,"N ",198,"T ",NA,NA,8.027001716,0,"A  "
143922,2013-05-21 03:37:44,33744,27.78920833,-175.7273267,4.9,"N ",195.9,"T ",NA,NA,8.027018842,0,"A  "
143923,2013-05-21 03:38:06,33806,27.78875833,-175.7274583,4.7,"N ",191.5,"T ",NA,NA,8.027033664,0,"A  "
143924,2013-05-21 03:38:26,33826,27.78833167,-175.7275717,4.5,"N ",199.6,"T ",NA,NA,8.027049923,0,"A  "
143925,2013-05-21 03:38:46,33846,27.787915,-175.7276883,4.6,"N ",194.4,"T ",NA,NA,8.027064654,0,"A  "
143926,2013-05-21 03:39:08,33908,27.78746,-175.727805,5,"N ",199.3,"T ",NA,NA,8.027082794,0,"A  "
143927,2013-05-21 03:39:28,33928,27.78705,-175.7279383,4.5,"N ",192.5,"T ",NA,NA,8.027093742,0,"A  "
143928,2013-05-21 03:39:50,33950,27.786585,-175.7280633,4.6,"N ",196,"T ",NA,NA,8.027111178,0,"A  "
143929,2013-05-21 03:40:10,34010,27.78617167,-175.7282033,4.8,"N ",202,"T ",NA,NA,8.027121148,0,"A  "
143930,2013-05-21 03:40:32,34032,27.78571667,-175.7283633,4.8,"N ",203.3,"T ",NA,NA,8.027130997,0,"A  "
143931,2013-05-21 03:40:52,34052,27.78530833,-175.7285017,4.5,"N ",188.3,"T ",NA,NA,8.027140842,0,"A  "
143932,2013-05-21 03:41:14,34114,27.78485667,-175.7286533,4.7,"N ",197.6,"T ",NA,NA,8.027151991,0,"A  "
143933,2013-05-21 03:41:36,34136,27.78440167,-175.72879,4.8,"N ",192.3,"T ",NA,NA,8.027166307,0,"A  "
143934,2013-05-21 03:41:56,34156,27.78397667,-175.728905,4.7,"N ",196.9,"T ",NA,NA,8.027182104,0,"A  "
143935,2013-05-21 03:42:16,34216,27.78357833,-175.729025,4.5,"N ",194.4,"T ",NA,NA,8.027194569,0,"A  "
143936,2013-05-21 03:42:36,34236,27.78317333,-175.72913,4.5,"N ",194.6,"T ",NA,NA,8.027210499,0,"A  "
143937,2013-05-21 03:42:58,34258,27.782715,-175.72925,4.6,"N ",199.2,"T ",NA,NA,8.027228304,0,"A  "
143938,2013-05-21 03:43:20,34320,27.78226833,-175.7294017,4.8,"N ",191.5,"T ",NA,NA,8.027239011,0,"A  "
143939,2013-05-21 03:43:40,34340,27.78185333,-175.7295317,4.6,"N ",193.7,"T ",NA,NA,8.027251049,0,"A  "
143940,2013-05-21 03:44:02,34402,27.78139667,-175.729675,4.7,"N ",207.3,"T ",NA,NA,8.027264243,0,"A  "
143941,2013-05-21 03:44:22,34422,27.78099333,-175.7298233,4.4,"N ",188.9,"T ",NA,NA,8.027271735,0,"A  "
143942,2013-05-21 03:44:42,34442,27.78059167,-175.7299683,4.9,"N ",195.1,"T ",NA,NA,8.027279718,0,"A  "
143943,2013-05-21 03:45:02,34502,27.78019,-175.7301217,4.4,"N ",198.2,"T ",NA,NA,8.027286107,0,"A  "
143944,2013-05-21 03:45:22,34522,27.77979,-175.7302717,4.4,"N ",193.1,"T ",NA,NA,8.027292986,0,"A  "
143945,2013-05-21 03:45:44,34544,27.77934167,-175.7304067,4.4,"N ",199.8,"T ",NA,NA,8.027307035,0,"A  "
143946,2013-05-21 03:46:04,34604,27.77894667,-175.7305317,5,"N ",196.5,"T ",NA,NA,8.027318253,0,"A  "
143947,2013-05-21 03:46:26,34626,27.77849167,-175.730645,4.3,"N ",199,"T ",NA,NA,8.027337043,0,"A  "
143948,2013-05-21 03:46:48,34648,27.77804333,-175.730765,4.5,"N ",182.7,"T ",NA,NA,8.027353963,0,"A  "
143949,2013-05-21 03:47:08,34708,27.77765167,-175.7308933,4.2,"N ",200.9,"T ",NA,NA,8.027364249,0,"A  "
143950,2013-05-21 03:47:30,34730,27.777255,-175.7310167,4.2,"N ",187.4,"T ",NA,NA,8.027375932,0,"A  "
143951,2013-05-21 03:47:50,34750,27.77692667,-175.7311167,3.6,"N ",196.5,"T ",NA,NA,8.027386,0,"A  "
143952,2013-05-21 03:48:10,34810,27.77661833,-175.731225,3.3,"N ",193.6,"T ",NA,NA,8.027392692,0,"A  "
143953,2013-05-21 03:48:32,34832,27.77629833,-175.73131,2.7,"N ",197.2,"T ",NA,NA,8.027404884,0,"A  "
143954,2013-05-21 03:48:52,34852,27.77606333,-175.7313767,2.4,"N ",196.1,"T ",NA,NA,8.027413018,0,"A  "
143955,2013-05-21 03:49:14,34914,27.77583,-175.7314367,2.2,"N ",187.8,"T ",NA,NA,8.027422275,0,"A  "
143956,2013-05-21 03:49:34,34934,27.77564333,-175.7314817,2.1,"N ",208.9,"T ",NA,NA,8.02743025,0,"A  "
143957,2013-05-21 03:49:56,34956,27.77545167,-175.7315067,1.7,"N ",158.5,"T ",NA,NA,8.027442492,0,"A  "
143958,2013-05-21 03:50:18,35018,27.77529,-175.7315117,1.8,"N ",191.6,"T ",NA,NA,8.027455889,0,"A  "
143959,2013-05-21 03:50:38,35038,27.77515,-175.7315167,1.1,"N ",170.8,"T ",NA,NA,8.02746736,0,"A  "
143960,2013-05-21 03:50:58,35058,27.77501667,-175.731505,2.3,"N ",183.7,"T ",NA,NA,8.027481425,0,"A  "
143961,2013-05-21 03:51:18,35118,27.77490333,-175.7315017,1.1,"N ",185.6,"T ",NA,NA,8.027492116,0,"A  "
143962,2013-05-21 03:51:40,35140,27.7748,-175.7315033,1.1,"N ",136.4,"T ",NA,NA,8.027500956,0,"A  "
